Purchase Price,AM or PM,Browser Info,Language,Company,Credit Card,CC Exp Date,CC Security Code,CC Provider,Address
96.36,PM,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.46.4 (KHTML, like Gecko) Version/4.1 Safari/531.46.4",zh,Griffin Ltd,869966809631536,11/20,320,Diners Club / Carte Blanche,244.230.168.191
63.31,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2012-09-01 02:22:44 Firefox/14.0,ru,Gibson Inc,4197710961431995,09/19,400,Mastercard,120.46.230.44
97.75,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sl-SI) AppleWebKit/531.34.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6531.34.4",es,Mcconnell Inc,4212977686904876,06/19,986,JCB 16 digit,200.177.61.182
10.6,PM,Opera/8.18.(Windows NT 5.0; en-US) Presto/2.9.167 Version/10.00,ru,Pollard Ltd,180068607339958,07/24,449,VISA 13 digit,47.111.190.85
43.13,AM,Mozilla/5.0 (Windows NT 4.0; en-US; rv:1.9.2.20) Gecko/2010-10-22 04:13:21 Firefox/3.6.16,en,Prince Group,6011924488222881,07/21,320,JCB 16 digit,59.226.140.141
53.36,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9 rv:6.0; it-IT) AppleWebKit/533.9.5 (KHTML, like Gecko) Version/4.0.3 Safari/533.9.5",es,Wilson PLC,6011750168654006,10/24,973,Voyager,108.25.115.244
78.06,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2015-08-21 10:22:20 Firefox/14.0,de,"Ray, Lopez and Duncan",6011107790564386,08/25,314,Maestro,129.127.221.141
82.45,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),zh,"Lozano, Coleman and Miller",4314744041898061,07/22,955,American Express,32.139.253.104
16.52,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.35.5 (KHTML, like Gecko) Version/5.0.5 Safari/534.35.5",de,"Bryant, Jackson and Perry",344022312352569,10/16,407,VISA 16 digit,57.248.136.188
30.08,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5340 (KHTML, like Gecko) Chrome/15.0.883.0 Safari/5340",it,Brady-Rose,30167141113366,09/17,987,Discover,16.19.190.182
58.57,PM,"Mozilla/5.0 (Windows CE) AppleWebKit/5342 (KHTML, like Gecko) Chrome/13.0.849.0 Safari/5342",pt,"Sharp, Tapia and Brown",4008474117909,03/23,8,American Express,245.22.216.6
14.21,PM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3; rv:1.9.4.20) Gecko/2012-10-14 14:31:56 Firefox/3.6.4,es,Collins PLC,5239018623217886,02/18,912,JCB 16 digit,74.22.78.54
81.48,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),el,Floyd LLC,4175019082437659,05/25,833,Voyager,89.238.167.252
6.1,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0) AppleWebKit/5322 (KHTML, like Gecko) Chrome/15.0.826.0 Safari/5322",ru,Goodwin PLC,4432476201868819,06/17,550,Maestro,94.178.63.209
65.27,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.0),fr,Lee-Martin,869943352728670,09/18,914,Diners Club / Carte Blanche,59.238.104.244
75.94,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5342 (KHTML, like Gecko) Chrome/13.0.815.0 Safari/5342",pt,Martinez Inc,347767946733850,02/26,700,American Express,207.152.113.150
93.93,PM,Mozilla/5.0 (Windows 98; Win 9x 4.90; sl-SI; rv:1.9.2.20) Gecko/2010-04-17 12:22:52 Firefox/3.8,es,Beard-Klein,342908008915515,05/22,613,Maestro,222.137.113.121
86.43,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2011-10-15 14:16:15 Firefox/3.6.8,de,Wong LLC,5565281591099066,04/25,580,JCB 15 digit,222.113.233.113
29.6,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; it-IT) AppleWebKit/534.32.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.32.4",de,Cardenas Ltd,3337809397932973,07/23,954,VISA 13 digit,89.92.109.203
99.1,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2 rv:6.0; it-IT) AppleWebKit/534.6.5 (KHTML, like Gecko) Version/4.0.5 Safari/534.6.5",fr,Miller-Hill,30432353421133,12/19,770,VISA 13 digit,61.106.102.37
88.59,PM,Opera/9.33.(Windows NT 6.1; it-IT) Presto/2.9.165 Version/11.00,fr,"Thompson, Yang and Bailey",869931007414432,10/18,89,JCB 15 digit,50.80.42.50
58.62,AM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8; rv:1.9.4.20) Gecko/2013-12-16 15:17:47 Firefox/3.6.11,fr,Mitchell-Saunders,4206028839791154,01/21,463,Maestro,60.198.92.190
73.82,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4; rv:1.9.6.20) Gecko/2015-04-12 15:14:54 Firefox/3.8,pt,Perez-Goodman,30377759915149,01/26,735,Discover,26.252.211.209
55.68,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),en,"Mack, Smith and Robinson",869909671519918,07/19,201,Discover,87.46.58.190
0.96,PM,Opera/9.88.(X11; Linux i686; sl-SI) Presto/2.9.180 Version/12.00,zh,Bailey-Evans,4063578446529415,12/22,718,Mastercard,164.171.8.167
10.49,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.1),zh,Brown Inc,3528956506752070,01/22,76,American Express,44.130.89.229
71.44,PM,Opera/8.67.(X11; Linux i686; sl-SI) Presto/2.9.190 Version/10.00,fr,Rivas-Wilson,210085483224090,01/23,724,Discover,33.209.198.194
71.07,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_1) AppleWebKit/5331 (KHTML, like Gecko) Chrome/13.0.880.0 Safari/5331",it,Riddle Group,6011151190302989,08/23,5,VISA 13 digit,185.251.102.65
16.5,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.50.1 (KHTML, like Gecko) Version/4.0 Safari/531.50.1",fr,Anderson Inc,4856082302705962,10/19,214,JCB 16 digit,142.49.248.15
20.42,PM,Opera/9.20.(X11; Linux i686; it-IT) Presto/2.9.183 Version/10.00,ru,Mendoza Inc,4672010364988798,12/19,326,VISA 16 digit,79.104.199.55
93.81,AM,Opera/9.87.(X11; Linux x86_64; sl-SI) Presto/2.9.189 Version/12.00,en,"Harris, Cobb and Cooper",4158719981529883,01/22,126,VISA 16 digit,185.0.109.36
78.9,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5; rv:1.9.5.20) Gecko/2013-12-28 09:15:44 Firefox/5.0,it,Gonzales-Harris,4973876792065227,03/26,6254,Diners Club / Carte Blanche,54.77.110.156
91.08,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),en,Flores PLC,6011825021141720,01/18,538,Voyager,228.139.68.105
81.25,PM,Opera/9.64.(X11; Linux i686; sl-SI) Presto/2.9.184 Version/11.00,en,"Hall, Williams and Hurst",502092016158,09/17,114,Mastercard,97.44.202.107
41.0,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2011-08-13 08:02:29 Firefox/3.6.5,el,"Moore, Allen and Lowe",374583321363148,10/22,124,American Express,87.238.152.97
29.77,PM,Opera/9.54.(X11; Linux x86_64; sl-SI) Presto/2.9.168 Version/10.00,fr,Baker LLC,30598655564273,09/21,467,JCB 16 digit,249.64.189.35
8.31,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:3.0; en-US) AppleWebKit/534.36.4 (KHTML, like Gecko) Version/4.0.3 Safari/534.36.4",es,Hayes-Monroe,869991956434468,01/25,836,JCB 16 digit,149.39.87.94
23.37,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5310 (KHTML, like Gecko) Chrome/13.0.819.0 Safari/5310",es,"Miller, Reed and Molina",4054602121630669,10/24,969,Discover,107.146.102.132
81.21,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),en,Dougherty-Wilson,4065614824967790,11/16,9556,American Express,118.147.133.134
95.6,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; en-US) AppleWebKit/533.8.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.8.3",el,Romero Inc,630497539738,07/22,532,Voyager,147.18.247.10
86.88,PM,"Mozilla/5.0 (Windows CE) AppleWebKit/5320 (KHTML, like Gecko) Chrome/13.0.802.0 Safari/5320",en,Davis PLC,3337336355242963,01/23,873,Mastercard,103.89.18.90
82.5,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5352 (KHTML, like Gecko) Chrome/14.0.862.0 Safari/5352",de,Torres Ltd,3112112486307228,07/20,3,Discover,174.50.145.174
22.55,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.868.0 Safari/5351",zh,Hamilton PLC,30449252497493,10/25,621,VISA 13 digit,101.29.201.85
62.09,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5341 (KHTML, like Gecko) Chrome/15.0.838.0 Safari/5341",zh,"Rodriguez, Contreras and Sparks",6011118388931150,10/25,177,Discover,40.247.85.129
47.87,PM,Opera/8.94.(Windows NT 4.0; sl-SI) Presto/2.9.171 Version/11.00,ru,"Gordon, Li and Sutton",4728945685958,01/22,2217,JCB 15 digit,7.99.59.95
65.15,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.1),fr,Craig PLC,3096836730739378,03/22,519,Mastercard,74.61.21.105
63.24,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),es,Flores LLC,630482383977,11/22,489,JCB 15 digit,119.67.13.108
25.64,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/15.0.844.0 Safari/5351",en,"Ferrell, Cole and Dalton",6011174506757977,07/18,451,VISA 13 digit,100.80.75.62
92.68,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1),es,Gomez-Guzman,630469710630,01/22,468,Discover,155.143.88.163
68.18,PM,Opera/9.26.(Windows 98; it-IT) Presto/2.9.183 Version/10.00,fr,Butler Inc,30434540536443,09/22,593,VISA 16 digit,193.77.211.25
80.31,PM,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5332 (KHTML, like Gecko) Chrome/13.0.855.0 Safari/5332",de,Campbell-Mcconnell,4924965220627227,07/18,990,VISA 13 digit,96.152.171.169
99.72,PM,Mozilla/5.0 (Windows NT 4.0; sl-SI; rv:1.9.0.20) Gecko/2014-09-27 03:48:26 Firefox/12.0,el,Braun-Floyd,6011784656657197,03/25,836,Mastercard,167.84.198.199
35.7,AM,Opera/8.85.(X11; Linux i686; it-IT) Presto/2.9.171 Version/12.00,de,Vargas Ltd,210011075624182,12/25,28,VISA 13 digit,244.173.16.15
99.79,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5310 (KHTML, like Gecko) Chrome/13.0.876.0 Safari/5310",fr,"Kane, Rhodes and Sloan",869975032354493,10/21,872,JCB 15 digit,250.182.127.161
62.19,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0 rv:4.0; en-US) AppleWebKit/533.2.2 (KHTML, like Gecko) Version/5.0.3 Safari/533.2.2",pt,Lee-Anthony,4279933767698747,09/21,246,VISA 13 digit,55.197.14.87
18.14,AM,Opera/9.52.(X11; Linux i686; it-IT) Presto/2.9.163 Version/11.00,de,Rivera-Fox,378769978828204,07/19,594,Discover,89.69.74.124
9.98,AM,Opera/8.32.(X11; Linux x86_64; it-IT) Presto/2.9.160 Version/12.00,en,Stanley PLC,4879939810639,02/19,115,JCB 16 digit,104.159.169.201
0.33,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),fr,"Lane, Graves and Coleman",3088842158087639,11/25,529,VISA 16 digit,69.198.36.193
16.46,AM,Opera/9.90.(Windows 98; Win 9x 4.90; en-US) Presto/2.9.165 Version/12.00,el,"Floyd, Johnston and Cooper",180079508151707,06/17,532,JCB 16 digit,156.173.233.31
69.05,AM,Opera/8.83.(Windows NT 5.1; it-IT) Presto/2.9.187 Version/11.00,pt,Irwin-Morrison,5593709933050708,11/25,996,American Express,29.118.8.218
86.46,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5320 (KHTML, like Gecko) Chrome/14.0.804.0 Safari/5320",de,Ross-Butler,4191249950216,06/25,8015,JCB 16 digit,98.195.248.174
61.61,AM,Opera/9.65.(Windows NT 6.2; it-IT) Presto/2.9.164 Version/10.00,ru,Jones-Lyons,4254539013432,09/17,1868,American Express,101.32.179.123
84.68,PM,Opera/9.91.(X11; Linux x86_64; en-US) Presto/2.9.174 Version/12.00,pt,Nichols Inc,5163305587495966,05/17,671,VISA 13 digit,101.102.40.205
3.8,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sl-SI) AppleWebKit/535.36.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.36.2",zh,Gray PLC,30190854610204,01/19,887,VISA 16 digit,194.63.163.100
9.94,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/5322 (KHTML, like Gecko) Chrome/13.0.810.0 Safari/5322",el,Silva Inc,180049839478996,04/23,599,VISA 13 digit,27.145.88.225
16.55,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; sl-SI) AppleWebKit/533.25.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.25.3",de,Hernandez-Castillo,4389135772363179,01/25,643,VISA 13 digit,129.181.45.29
26.17,PM,Opera/8.14.(Windows NT 6.1; en-US) Presto/2.9.178 Version/12.00,es,Fleming-Thornton,348665705301837,01/23,798,Maestro,51.31.8.48
96.79,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2010-05-29 11:43:46 Firefox/3.6.17,pt,Wilson-Dennis,30359256148796,02/22,62,JCB 16 digit,26.151.35.141
83.78,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_0) AppleWebKit/5350 (KHTML, like Gecko) Chrome/13.0.882.0 Safari/5350",ru,"Robinson, Horn and Mckinney",3096851679051669,10/16,104,JCB 16 digit,47.142.243.111
72.72,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9; rv:1.9.4.20) Gecko/2015-10-04 22:43:13 Firefox/3.6.13,el,Zuniga-Fowler,344142116336202,12/24,172,Discover,122.106.62.63
52.61,PM,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5330 (KHTML, like Gecko) Chrome/15.0.807.0 Safari/5330",ru,"Zimmerman, Williams and Myers",3528419513742550,09/19,998,VISA 16 digit,105.83.242.124
28.92,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),ru,Jones and Sons,344016357497438,06/20,4497,Diners Club / Carte Blanche,132.31.163.73
93.34,AM,Opera/8.37.(X11; Linux i686; en-US) Presto/2.9.164 Version/12.00,ru,Downs Group,5538325638393422,10/22,454,American Express,152.157.22.28
29.39,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.46.5 (KHTML, like Gecko) Version/5.0.2 Safari/531.46.5",zh,"Zuniga, Cooper and Smith",210022920848132,08/25,108,JCB 16 digit,28.81.204.206
22.37,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2015-12-21 14:16:20 Firefox/3.8,ru,Barrett LLC,3096521249347703,10/21,155,Voyager,132.254.220.76
93.07,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1) AppleWebKit/5361 (KHTML, like Gecko) Chrome/15.0.887.0 Safari/5361",el,Brooks PLC,675996072772,11/23,930,American Express,22.238.192.168
99.28,PM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5330 (KHTML, like Gecko) Chrome/15.0.892.0 Safari/5330",es,Valenzuela PLC,5549558244757443,10/21,539,Discover,41.43.25.207
78.54,PM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0; rv:1.9.2.20) Gecko/2015-08-09 21:35:46 Firefox/3.6.18,fr,"Petersen, Brown and Smith",4279801821931745,01/19,273,American Express,36.77.3.3
11.61,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sl-SI) AppleWebKit/533.45.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.45.6",el,Knight Inc,4419180400440,10/23,886,Diners Club / Carte Blanche,186.252.236.15
74.31,PM,Opera/9.55.(X11; Linux x86_64; sl-SI) Presto/2.9.179 Version/11.00,de,"Griffin, Johnson and Rasmussen",3158456773833320,02/20,491,Maestro,232.104.20.24
24.55,PM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.38.1 (KHTML, like Gecko) Version/4.0 Safari/531.38.1",pt,Moore-Farmer,349495223618671,03/20,78,JCB 16 digit,41.109.170.120
37.87,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5 rv:6.0; it-IT) AppleWebKit/532.19.5 (KHTML, like Gecko) Version/4.1 Safari/532.19.5",de,Brown-Gibson,5267455211365518,12/21,971,VISA 16 digit,69.109.32.73
50.38,PM,Mozilla/5.0 (Windows NT 6.2; sl-SI; rv:1.9.1.20) Gecko/2016-01-03 17:26:33 Firefox/3.8,de,"Rodriguez, Larson and Richards",5274698866011967,11/21,409,VISA 13 digit,166.207.132.179
50.49,AM,Opera/9.33.(Windows NT 5.01; sl-SI) Presto/2.9.160 Version/10.00,fr,"Edwards, Schroeder and Hines",869966899624714,11/19,857,VISA 16 digit,50.65.114.18
20.99,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.1),it,"Nelson, Johnson and Johns",675960891298,08/18,559,JCB 16 digit,159.164.6.186
50.72,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5) AppleWebKit/5350 (KHTML, like Gecko) Chrome/14.0.880.0 Safari/5350",ru,Wiggins LLC,30012693571118,07/17,921,Discover,109.54.202.122
83.37,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2011-03-21 05:10:42 Firefox/3.8,it,Harper and Sons,4571886751136,01/25,614,JCB 15 digit,203.52.250.19
5.06,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; it-IT) AppleWebKit/531.47.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.47.6",fr,Jordan PLC,630442987784,03/25,802,JCB 15 digit,10.137.42.86
54.6,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2; rv:1.9.2.20) Gecko/2011-04-12 19:32:54 Firefox/7.0,fr,Johnson-Love,3528794976474739,09/20,447,JCB 16 digit,6.73.100.31
90.95,AM,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5321 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/5321",fr,Turner-Pitts,3528568557807883,09/23,690,JCB 16 digit,7.202.211.127
9.04,PM,Opera/9.26.(Windows 95; sl-SI) Presto/2.9.168 Version/11.00,de,Munoz Group,30039526126570,02/22,141,VISA 13 digit,108.191.76.105
28.67,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),el,"Mercado, Lopez and Peters",6011885557169453,02/20,874,Discover,64.86.191.211
73.13,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; en-US) AppleWebKit/535.19.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.19.7",el,Ross-Kim,3337085291473253,11/25,807,JCB 16 digit,31.114.202.82
33.58,AM,Opera/9.64.(X11; Linux x86_64; en-US) Presto/2.9.174 Version/11.00,es,"Bates, Wright and Conrad",210059411642194,11/25,517,VISA 16 digit,126.211.21.240
48.1,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5341 (KHTML, like Gecko) Chrome/14.0.815.0 Safari/5341",el,"Duarte, Dixon and Willis",6011181686094295,09/25,911,JCB 16 digit,132.230.160.141
55.76,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),es,"Daniel, Stanley and Wright",676312354837,03/22,605,Voyager,48.211.77.211
46.75,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9) AppleWebKit/5311 (KHTML, like Gecko) Chrome/15.0.857.0 Safari/5311",pt,"Wright, Hall and Thompson",4799911835497574,02/21,956,VISA 16 digit,212.156.169.77
23.42,AM,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.9.3 (KHTML, like Gecko) Version/5.0.3 Safari/531.9.3",it,Mason and Sons,501861539606,06/23,2542,VISA 13 digit,91.171.22.69
7.42,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_7) AppleWebKit/5362 (KHTML, like Gecko) Chrome/14.0.897.0 Safari/5362",fr,"Mcgrath, Odom and Carpenter",3112586800932912,11/23,501,VISA 16 digit,163.210.192.122
34.76,AM,Opera/8.51.(X11; Linux x86_64; en-US) Presto/2.9.184 Version/10.00,es,"Moore, Sweeney and Ho",4218339567483989,05/21,736,VISA 16 digit,223.39.112.187
3.0,AM,Opera/8.59.(X11; Linux i686; en-US) Presto/2.9.172 Version/12.00,fr,Garcia-Brown,4420415261496511,12/25,788,Maestro,128.151.171.123
88.86,AM,Opera/8.76.(X11; Linux i686; it-IT) Presto/2.9.189 Version/10.00,pt,Smith Group,4987963391183785,01/24,502,Mastercard,238.181.231.173
69.57,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/5332 (KHTML, like Gecko) Chrome/13.0.873.0 Safari/5332",pt,"Brewer, Owens and Wolfe",344309710741364,12/19,329,Discover,245.128.177.196
44.65,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0),en,"Russell, Lopez and Bruce",3088940701549939,10/19,765,Voyager,158.77.20.238
34.83,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1),it,"Mitchell, Martinez and Blanchard",6011860913557154,07/23,513,VISA 16 digit,163.130.118.5
96.7,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.33.3 (KHTML, like Gecko) Version/5.0 Safari/535.33.3",es,"Mccormick, Beltran and Mcfarland",3158547977828569,10/19,436,JCB 16 digit,47.80.54.119
32.28,PM,Opera/8.74.(Windows 95; it-IT) Presto/2.9.186 Version/10.00,zh,"Delgado, Mitchell and Oliver",3158607973887223,09/21,832,Maestro,219.28.40.137
65.58,PM,Mozilla/5.0 (Windows NT 5.1; en-US; rv:1.9.1.20) Gecko/2013-05-28 15:22:39 Firefox/3.6.15,fr,Perez LLC,370260880833340,09/20,470,JCB 16 digit,209.237.185.167
93.76,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2010-02-25 13:00:07 Firefox/3.6.3,fr,Terry-Davis,30133988942762,11/17,924,Diners Club / Carte Blanche,44.112.198.14
89.06,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5) AppleWebKit/5331 (KHTML, like Gecko) Chrome/14.0.836.0 Safari/5331",ru,Maynard and Sons,3112392250572955,03/17,785,VISA 16 digit,80.192.243.70
53.61,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.1),it,Jacobs-Goodman,346011014068647,10/25,984,VISA 16 digit,190.80.43.106
97.03,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/5342 (KHTML, like Gecko) Chrome/13.0.884.0 Safari/5342",fr,"Ware, Mayo and Martin",30445384944196,03/23,20,Maestro,4.54.168.180
60.25,AM,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5350 (KHTML, like Gecko) Chrome/15.0.886.0 Safari/5350",el,Miller-Crawford,6011061604219838,11/16,460,JCB 16 digit,62.9.162.201
2.36,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),de,Davidson-Baker,4558106946075,04/21,894,JCB 16 digit,79.179.115.134
23.4,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2010-11-07 16:22:51 Firefox/3.8,de,Owens-Scott,3112871280959191,09/24,611,Maestro,219.202.181.164
54.43,AM,Opera/8.12.(Windows NT 6.2; en-US) Presto/2.9.173 Version/12.00,zh,Morris-Salazar,4534864962000,10/16,442,American Express,15.133.172.227
92.8,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; it-IT) AppleWebKit/532.35.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.35.1",zh,Suarez LLC,3088301980709373,06/24,169,Voyager,174.68.13.4
6.37,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0),es,"Medina, Shaw and Richards",4811358618009495,01/22,793,Mastercard,46.61.37.44
40.47,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.823.0 Safari/5351",de,Moore-Foster,3088448463060582,02/21,819,VISA 13 digit,19.163.207.182
50.55,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),es,"Roberts, Reed and Brown",3337183320390075,05/23,625,Diners Club / Carte Blanche,133.181.3.183
33.59,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; en-US) AppleWebKit/533.6.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6533.6.6",ru,"Jacobs, Patel and West",630496818919,05/23,973,Maestro,1.132.45.80
42.04,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.1),en,Mercer-Franco,4684277542768154,08/18,984,Mastercard,101.151.99.165
7.11,AM,Opera/8.34.(X11; Linux x86_64; en-US) Presto/2.9.186 Version/12.00,de,Martin-Rodriguez,4619228131367437,08/19,835,Mastercard,211.191.82.70
40.46,AM,Opera/9.23.(Windows NT 6.1; it-IT) Presto/2.9.167 Version/12.00,ru,"Hall, Welch and Huffman",869995641153441,08/18,5602,American Express,237.152.175.250
50.66,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),de,Blair Group,4787693467268895,12/16,132,American Express,78.79.180.245
11.75,PM,Opera/8.38.(X11; Linux x86_64; en-US) Presto/2.9.180 Version/11.00,el,"Knapp, Brewer and Hines",3528016263509567,10/21,259,VISA 16 digit,215.121.48.88
6.78,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2012-03-15 18:05:01 Firefox/3.8,it,Santos-Thompson,3112872359433738,10/20,910,JCB 15 digit,71.149.33.155
73.54,PM,Opera/8.98.(X11; Linux x86_64; it-IT) Presto/2.9.171 Version/10.00,ru,Rice Ltd,3096499039746758,09/23,714,Maestro,125.196.153.191
